,fecha,institution_id,logged_users
1057,2018-12-18,375,10
1058,2018-12-19,583,3
1059,2018-12-19,739,1
1060,2018-12-24,119,1
1061,2018-12-26,753,1
1062,2018-12-28,536,1
1063,2018-12-28,157,2
1064,2018-12-31,744,1
1065,2019-01-01,727,1067
1066,2019-01-01,708,1542
1067,2019-01-01,12,203
1068,2019-01-01,769,178
1069,2019-01-01,752,339
1070,2019-01-01,770,11
1071,2019-01-01,48,531
1072,2019-01-01,653,120
1073,2019-01-01,746,2226
1074,2019-01-01,29,150
1075,2019-01-01,747,458
1076,2019-01-01,0,335
1077,2019-01-01,736,93
1078,2019-01-01,75,678
1079,2019-01-01,721,95
1080,2019-01-01,1,787
1081,2019-01-01,541,394
1082,2019-01-02,760,1
1083,2019-01-02,749,24
1084,2019-01-02,554,69
1085,2019-01-02,741,974
1086,2019-01-02,762,80
1087,2019-01-02,44,17
1088,2019-01-02,603,56
1089,2019-01-02,228,11
1090,2019-01-02,17,11
1091,2019-01-02,766,42
1092,2019-01-02,717,212
1093,2019-01-02,677,157
1094,2019-01-02,757,13
1095,2019-01-02,748,3
1096,2019-01-02,768,209
1097,2019-01-03,687,2
1098,2019-01-04,743,6
1099,2019-01-04,731,7
1100,2019-01-04,764,29
1101,2019-01-04,735,7
1102,2019-01-04,756,3
1103,2019-01-06,82,1
1104,2019-01-08,753,3
1105,2019-01-08,767,22
1106,2019-01-09,43,1
1107,2019-01-09,536,3
1108,2019-01-11,728,3
1109,2019-01-11,716,4
1110,2019-01-15,36,1
1111,2019-01-16,15,1
1112,2019-01-17,713,2
1113,2019-01-27,115,1
1114,2019-01-28,524,1
1115,2019-01-29,54,2
1116,2019-01-29,739,1
1117,2019-02-01,0,296
1118,2019-02-01,541,1453
1119,2019-02-01,717,138
1120,2019-02-01,768,9
1121,2019-02-01,752,128
1122,2019-02-01,1,220
1123,2019-02-01,554,31
1124,2019-02-01,736,24
1125,2019-02-01,310,2
1126,2019-02-01,769,32
1127,2019-02-01,48,406
1128,2019-02-01,708,1132
1129,2019-02-01,12,53
1130,2019-02-01,741,207
1131,2019-02-01,727,148
1132,2019-02-01,75,599
1133,2019-02-01,746,1653
1134,2019-02-01,653,87
1135,2019-02-01,747,859
1136,2019-02-02,29,36
1137,2019-02-03,579,1
1138,2019-02-04,44,2
1139,2019-02-04,721,74
1140,2019-02-04,762,9
1141,2019-02-04,17,3
1142,2019-02-05,677,24
1143,2019-02-06,749,2
1144,2019-02-06,756,13
1145,2019-02-07,766,18
1146,2019-02-07,770,27
1147,2019-02-07,603,14
1148,2019-02-08,361,1
1149,2019-02-11,764,2
1150,2019-02-12,716,7
1151,2019-02-12,468,1
1152,2019-02-12,524,8
1153,2019-02-12,730,4
1154,2019-02-14,709,10
1155,2019-02-15,222,1
1156,2019-02-15,735,3
1157,2019-02-15,14,1
1158,2019-02-17,119,1
1159,2019-02-19,715,7
1160,2019-02-21,228,1
1161,2019-02-24,687,2
1162,2019-02-28,728,1
1163,2019-03-01,0,551
1164,2019-03-01,717,154
1165,2019-03-01,653,140
1166,2019-03-01,747,3647
1167,2019-03-01,541,2945
1168,2019-03-01,1,501
1169,2019-03-01,721,60
1170,2019-03-01,48,812
1171,2019-03-01,554,57
1172,2019-03-01,741,246
1173,2019-03-01,727,320
1174,2019-03-01,708,3270
1175,2019-03-01,752,151
1176,2019-03-01,29,1883
1177,2019-03-01,756,26
1178,2019-03-01,14,12
1179,2019-03-01,524,8
1180,2019-03-01,75,428
1181,2019-03-01,746,4914
1182,2019-03-01,770,57
1183,2019-03-02,12,34
1184,2019-03-04,766,1
1185,2019-03-04,767,2
1186,2019-03-04,769,14
1187,2019-03-04,762,12
1188,2019-03-04,603,63
1189,2019-03-05,115,11
1190,2019-03-05,677,32
1191,2019-03-05,743,1
1192,2019-03-05,709,7
1193,2019-03-05,730,4
1194,2019-03-05,17,6
1195,2019-03-06,768,4
1196,2019-03-06,745,6
1197,2019-03-06,715,10
1198,2019-03-07,33,7
1199,2019-03-07,736,12
1200,2019-03-08,18,3
1201,2019-03-08,32,1
1202,2019-03-12,24,11
1203,2019-03-12,579,10
1204,2019-03-13,738,5
1205,2019-03-14,154,1
1206,2019-03-14,749,5
1207,2019-03-14,72,1
1208,2019-03-14,580,2
1209,2019-03-14,536,2
1210,2019-03-15,157,2
1211,2019-03-16,44,5
1212,2019-03-21,2,2
1213,2019-03-22,54,2
1214,2019-03-28,764,1
1215,2019-03-29,363,1
1216,2019-03-29,728,1
1217,2019-04-01,48,432
1218,2019-04-01,746,5577
1219,2019-04-01,766,7
1220,2019-04-01,717,134
1221,2019-04-01,747,232
1222,2019-04-01,12,15
1223,2019-04-01,721,97
1224,2019-04-01,75,428
1225,2019-04-01,708,3462
1226,2019-04-01,29,3104
1227,2019-04-01,727,324
1228,2019-04-01,752,308
1229,2019-04-01,653,50
1230,2019-04-01,741,1289
1231,2019-04-01,541,2465
1232,2019-04-01,0,445
1233,2019-04-01,753,2
1234,2019-04-01,770,26
1235,2019-04-01,554,63
1236,2019-04-01,1,1079
1237,2019-04-01,716,4
1238,2019-04-01,756,13
1239,2019-04-02,473,7
1240,2019-04-02,757,5
1241,2019-04-02,54,3
1242,2019-04-02,580,11
1243,2019-04-02,736,9
1244,2019-04-02,749,23
1245,2019-04-02,738,4
1246,2019-04-02,709,7
1247,2019-04-02,728,8
1248,2019-04-02,677,112
1249,2019-04-03,694,2
1250,2019-04-03,603,28
1251,2019-04-03,17,6
1252,2019-04-03,730,17
1253,2019-04-04,769,23
1254,2019-04-04,18,1
1255,2019-04-04,764,31
1256,2019-04-04,468,3
1257,2019-04-05,14,6
1258,2019-04-05,762,12
1259,2019-04-05,44,8
1260,2019-04-08,760,1
1261,2019-04-08,115,9
1262,2019-04-09,687,2
1263,2019-04-09,731,1
1264,2019-04-09,524,25
1265,2019-04-10,24,6
1266,2019-04-10,743,28
1267,2019-04-11,23,1
1268,2019-04-11,2,1
1269,2019-04-14,768,3
1270,2019-04-17,536,2
1271,2019-04-17,761,23
1272,2019-04-20,558,4
1273,2019-04-25,767,1
1274,2019-04-25,715,3
1275,2019-04-26,157,1
1276,2019-04-29,43,1
1277,2019-05-01,541,11826
1278,2019-05-01,741,6521
1279,2019-05-01,48,5735
1280,2019-05-01,708,12348
1281,2019-05-01,743,1344
1282,2019-05-01,752,896
1283,2019-05-01,29,7276
1284,2019-05-01,0,1303
1285,2019-05-01,75,2818
1286,2019-05-01,746,26278
1287,2019-05-01,677,1225
1288,2019-05-01,1,3432
1289,2019-05-01,727,12953
1290,2019-05-01,747,142
1291,2019-05-02,375,36
1292,2019-05-02,730,27
1293,2019-05-02,554,126
1294,2019-05-02,717,809
1295,2019-05-02,603,128
1296,2019-05-02,761,38
1297,2019-05-02,653,1710
1298,2019-05-02,736,278
1299,2019-05-02,721,304
1300,2019-05-02,524,10
1301,2019-05-02,738,50
1302,2019-05-03,54,23
1303,2019-05-03,14,55
1304,2019-05-03,756,385
1305,2019-05-03,715,166
1306,2019-05-05,770,3
1307,2019-05-06,44,18
1308,2019-05-06,749,84
1309,2019-05-06,769,4629
1310,2019-05-06,709,53
1311,2019-05-06,30,32
1312,2019-05-06,115,748
1313,2019-05-07,12,3302
1314,2019-05-07,18,9
1315,2019-05-08,687,14
1316,2019-05-09,728,17
1317,2019-05-09,760,26
1318,2019-05-09,762,355
1319,2019-05-12,23,1
1320,2019-05-12,764,28
1321,2019-05-13,215,1
1322,2019-05-13,13,1
1323,2019-05-13,580,35
1324,2019-05-13,536,2
1325,2019-05-15,602,2
1326,2019-05-15,558,18
1327,2019-05-16,4,1
1328,2019-05-16,716,229
1329,2019-05-20,739,2
1330,2019-05-23,766,11
1331,2019-05-24,586,10
1332,2019-05-27,735,4
1333,2019-05-28,24,36
1334,2019-05-29,694,1
1335,2019-06-01,29,2695
1336,2019-06-01,746,7291
1337,2019-06-01,12,484
1338,2019-06-01,708,2555
1339,2019-06-01,741,841
1340,2019-06-01,727,2331
1341,2019-06-01,48,1048
1342,2019-06-01,653,934
1343,2019-06-01,743,466
1344,2019-06-01,0,402
1345,2019-06-01,541,2625
1346,2019-06-01,75,663
1347,2019-06-01,677,439
1348,2019-06-01,1,1405
1349,2019-06-02,747,14
1350,2019-06-02,738,3
1351,2019-06-02,769,37
1352,2019-06-02,721,57
1353,2019-06-02,524,1
1354,2019-06-02,752,257
1355,2019-06-02,115,264
1356,2019-06-02,717,155
1357,2019-06-03,736,9
1358,2019-06-03,580,16
1359,2019-06-03,728,6
1360,2019-06-03,716,38
1361,2019-06-03,24,7
1362,2019-06-03,554,28
1363,2019-06-03,730,8
1364,2019-06-04,44,5
1365,2019-06-04,709,10
1366,2019-06-04,603,39
1367,2019-06-04,756,24
1368,2019-06-05,757,40
1369,2019-06-05,720,8
1370,2019-06-05,757,1
1371,2019-06-05,14,16
1372,2019-06-05,749,21
1373,2019-06-05,15,1
1374,2019-06-05,720,8
1375,2019-06-05,753,12
1376,2019-06-05,753,11
1377,2019-06-05,15,1
1378,2019-06-05,766,4
1379,2019-06-06,558,11
1380,2019-06-06,768,14
1381,2019-06-06,768,24
1382,2019-06-06,715,9
1383,2019-06-06,18,3
1384,2019-06-07,762,18
1385,2019-06-08,687,1
1386,2019-06-10,760,1
1387,2019-06-12,771,9
1388,2019-06-12,771,9
1389,2019-06-13,761,3
1390,2019-06-13,744,3
1391,2019-06-13,744,1
1392,2019-06-17,375,2
1393,2019-06-17,40,2
1394,2019-06-17,382,1
1395,2019-06-17,382,1
1396,2019-06-17,40,14
1397,2019-07-01,727,3780
1398,2019-07-01,752,202
1399,2019-07-01,603,33
1400,2019-07-01,743,465
1401,2019-07-01,75,776
1402,2019-07-01,653,397
1403,2019-07-01,0,342
1404,2019-07-01,375,23
1405,2019-07-01,736,5
1406,2019-07-01,228,9
1407,2019-07-01,115,264
1408,2019-07-01,716,79
1409,2019-07-01,756,278
1410,2019-07-01,29,559
1411,2019-07-01,677,360
1412,2019-07-01,746,7203
1413,2019-07-01,1,257
1414,2019-07-01,769,956
1415,2019-07-01,717,216
1416,2019-07-01,708,2654
1417,2019-07-01,12,431
1418,2019-07-01,541,1815
1419,2019-07-01,228,1
1420,2019-07-01,721,55
1421,2019-07-01,760,6
1422,2019-07-01,48,1849
1423,2019-07-01,709,12
1424,2019-07-01,749,11
1425,2019-07-01,554,50
1426,2019-07-01,741,2327
1427,2019-07-02,14,9
1428,2019-07-03,762,152
1429,2019-07-03,473,6
1430,2019-07-03,473,3
1431,2019-07-04,361,1
1432,2019-07-04,715,11
1433,2019-07-04,753,1
1434,2019-07-04,747,33
1435,2019-07-04,361,1
1436,2019-07-05,713,3
1437,2019-07-05,713,8
1438,2019-07-05,772,5
1439,2019-07-05,772,489
1440,2019-07-06,730,1
1441,2019-07-08,757,25
1442,2019-07-10,744,2
1443,2019-07-10,739,1
1444,2019-07-11,773,714
1445,2019-07-11,774,7
1446,2019-07-11,774,11
1447,2019-07-11,773,262
1448,2019-07-12,54,7
1449,2019-07-12,768,3
1450,2019-07-15,310,3
1451,2019-07-15,775,21
1452,2019-07-15,775,47
1453,2019-07-15,310,3
1454,2019-07-16,44,2
1455,2019-07-18,24,9
1456,2019-07-22,738,1
1457,2019-07-29,761,1
1458,2019-07-29,777,1
1459,2019-07-29,777,156
1460,2019-07-30,203,1
1461,2019-07-30,18,1
1462,2019-07-30,203,1
1463,2019-08-01,54,15
1464,2019-08-01,756,70
1465,2019-08-01,29,669
1466,2019-08-01,603,17
1467,2019-08-01,746,2683
1468,2019-08-01,775,26
1469,2019-08-01,1,451
1470,2019-08-01,727,211
1471,2019-08-01,75,824
1472,2019-08-01,757,14
1473,2019-08-01,653,135
1474,2019-08-01,12,2236
1475,2019-08-01,541,4076
1476,2019-08-01,769,3629
1477,2019-08-01,115,198
1478,2019-08-01,715,130
1479,2019-08-01,677,192
1480,2019-08-01,14,13
1481,2019-08-01,736,256
1482,2019-08-01,772,484
1483,2019-08-01,716,108
1484,2019-08-01,741,2798
1485,2019-08-01,773,452
1486,2019-08-01,717,245
1487,2019-08-01,762,107
1488,2019-08-01,48,2022
1489,2019-08-01,708,3068
1490,2019-08-01,752,132
1491,2019-08-01,24,17
1492,2019-08-01,743,260
1493,2019-08-01,0,66
1494,2019-08-01,721,116
1495,2019-08-02,30,20
1496,2019-08-02,760,11
1497,2019-08-02,554,22
1498,2019-08-02,761,1
1499,2019-08-02,44,4
1500,2019-08-05,749,19
1501,2019-08-05,764,27
1502,2019-08-06,709,14
1503,2019-08-06,728,6
1504,2019-08-06,774,4
1505,2019-08-09,768,7
1506,2019-08-09,747,19
1507,2019-08-12,713,5
1508,2019-08-12,473,3
1509,2019-08-16,575,1
1510,2019-08-16,575,1
1511,2019-08-16,354,1
1512,2019-08-16,354,1
1513,2019-08-19,779,3
1514,2019-08-19,778,215
1515,2019-08-19,779,3
1516,2019-08-19,778,215
1517,2019-08-20,777,155
1518,2019-08-20,18,1
1519,2019-08-21,40,12
1520,2019-08-22,536,1
1521,2019-08-24,228,8
1522,2019-08-25,687,2
1523,2019-08-26,781,2
1524,2019-08-26,781,2
1525,2019-08-27,782,13
1526,2019-08-27,748,2
1527,2019-08-27,782,13
1528,2019-08-27,748,2
1529,2019-08-28,580,1
1530,2019-08-29,783,18
1531,2019-08-29,783,18
1532,2019-09-01,715,44
1533,2019-09-01,779,645
1534,2019-09-01,29,1202
1535,2019-09-01,677,185
1536,2019-09-01,746,2314
1537,2019-09-01,1,354
1538,2019-09-01,554,19
1539,2019-09-01,75,784
1540,2019-09-01,756,131
1541,2019-09-01,12,1741
1542,2019-09-01,736,1282
1543,2019-09-01,717,176
1544,2019-09-01,40,345
1545,2019-09-01,708,2150
1546,2019-09-01,741,1013
1547,2019-09-01,769,3301
1548,2019-09-01,115,180
1549,2019-09-01,721,84
1550,2019-09-01,777,311
1551,2019-09-01,228,17
1552,2019-09-01,48,432
1553,2019-09-01,752,105
1554,2019-09-01,778,234
1555,2019-09-01,653,154
1556,2019-09-01,773,219
1557,2019-09-01,541,1698
1558,2019-09-01,762,77
1559,2019-09-02,716,15
1560,2019-09-02,775,18
1561,2019-09-02,757,151
1562,2019-09-02,782,20
1563,2019-09-02,760,4
1564,2019-09-02,772,8
1565,2019-09-02,727,214
1566,2019-09-02,24,8
1567,2019-09-02,743,352
1568,2019-09-02,0,128
1569,2019-09-03,603,23
1570,2019-09-03,783,208
1571,2019-09-04,781,894
1572,2019-09-04,36,10
1573,2019-09-04,13,3
1574,2019-09-04,749,5
1575,2019-09-05,747,5
1576,2019-09-05,768,3
1577,2019-09-05,728,4
1578,2019-09-06,687,5
1579,2019-09-06,709,18
1580,2019-09-07,623,1
1581,2019-09-08,580,2
1582,2019-09-09,774,26
1583,2019-09-09,730,4
1584,2019-09-09,713,2
1585,2019-09-10,82,5
1586,2019-09-10,742,1
1587,2019-09-11,764,21
1588,2019-09-11,14,3
1589,2019-09-23,748,3
1590,2019-09-23,784,11
1591,2019-09-24,761,1
1592,2019-09-25,753,1
1593,2019-09-26,54,1
1594,2019-09-28,44,1
1595,2019-09-30,776,1
1596,2019-10-01,715,4
1597,2019-10-01,756,128
1598,2019-10-01,781,15
1599,2019-10-01,746,2101
1600,2019-10-01,775,18
1601,2019-10-01,524,5
1602,2019-10-01,736,1487
1603,2019-10-01,115,154
1604,2019-10-01,757,475
1605,2019-10-01,782,109
1606,2019-10-01,40,14
1607,2019-10-01,653,522
1608,2019-10-01,769,231
1609,2019-10-01,0,193
1610,2019-10-01,717,189
1611,2019-10-01,783,185
1612,2019-10-01,677,404
1613,2019-10-01,777,141
1614,2019-10-01,541,2134
1615,2019-10-01,772,3
1616,2019-10-01,1,429
1617,2019-10-01,721,91
1618,2019-10-01,48,1395
1619,2019-10-01,708,2329
1620,2019-10-01,554,26
1621,2019-10-01,741,1633
1622,2019-10-01,773,39
1623,2019-10-01,12,1882
1624,2019-10-01,727,917
1625,2019-10-01,762,43
1626,2019-10-01,75,622
1627,2019-10-01,752,197
1628,2019-10-01,779,1751
1629,2019-10-01,29,1146
1630,2019-10-01,743,343
1631,2019-10-01,774,15
1632,2019-10-02,603,11
1633,2019-10-02,778,17
1634,2019-10-02,24,15
1635,2019-10-03,14,1
1636,2019-10-03,768,2
1637,2019-10-03,716,2
1638,2019-10-03,776,41
1639,2019-10-03,728,58
1640,2019-10-04,82,2
1641,2019-10-04,214,1
1642,2019-10-07,747,7
1643,2019-10-07,709,8
1644,2019-10-08,36,44
1645,2019-10-08,536,1
1646,2019-10-08,748,5
1647,2019-10-08,738,1
1648,2019-10-09,737,1
1649,2019-10-09,761,25
1650,2019-10-09,749,15
1651,2019-10-09,325,2
1652,2019-10-09,764,6
1653,2019-10-11,44,15
1654,2019-10-15,228,6
1655,2019-10-16,157,1
1656,2019-10-16,760,11
1657,2019-10-22,785,3
1658,2019-10-23,586,6
1659,2019-10-24,786,144
1660,2019-10-25,15,1
1661,2019-10-25,13,3
1662,2019-10-30,18,1
1663,2019-11-01,776,238
1664,2019-11-01,48,1228
1665,2019-11-01,677,208
1666,2019-11-01,783,92
1667,2019-11-01,0,55
1668,2019-11-01,541,1961
1669,2019-11-01,746,1994
1670,2019-11-01,75,461
1671,2019-11-01,769,93
1672,2019-11-01,29,942
1673,2019-11-01,756,86
1674,2019-11-01,1,226
1675,2019-11-01,708,968
1676,2019-11-01,757,280
1677,2019-11-01,786,759
1678,2019-11-01,12,1519
1679,2019-11-01,779,244
1680,2019-11-01,736,856
1681,2019-11-01,741,1950
1682,2019-11-01,44,10
1683,2019-11-01,717,329
1684,2019-11-01,653,429
1685,2019-11-02,554,16
1686,2019-11-02,115,358
1687,2019-11-02,774,17
1688,2019-11-02,752,848
1689,2019-11-03,743,55
1690,2019-11-03,777,121
1691,2019-11-03,727,850
1692,2019-11-03,778,6
1693,2019-11-04,728,715
1694,2019-11-04,773,13
1695,2019-11-04,36,64
1696,2019-11-04,775,22
1697,2019-11-04,782,823
1698,2019-11-05,721,8
1699,2019-11-05,24,10
1700,2019-11-05,747,11
1701,2019-11-05,82,15
1702,2019-11-05,13,2
1703,2019-11-06,762,49
1704,2019-11-06,603,11
1705,2019-11-06,749,2
1706,2019-11-07,781,8
1707,2019-11-08,375,6
1708,2019-11-08,40,4
1709,2019-11-10,748,2
1710,2019-11-12,228,3
1711,2019-11-15,760,18
1712,2019-11-15,789,9
1713,2019-11-18,790,2
1714,2019-11-18,788,9
1715,2019-11-19,785,2
1716,2019-11-21,753,1
1717,2019-11-23,14,6
1718,2019-11-25,792,9
1719,2019-11-25,793,8
1720,2019-11-25,794,8
1721,2019-11-25,795,6
1722,2019-11-27,796,1
1723,2019-11-27,797,25
1724,2019-11-27,598,1
1725,2019-11-28,715,3
1726,2019-11-28,761,2
1727,2019-11-29,687,1
1728,2019-12-01,29,639
1729,2019-12-01,708,1054
1730,2019-12-01,778,393
1731,2019-12-01,12,877
1732,2019-12-01,554,16
1733,2019-12-01,741,4594
1734,2019-12-01,786,670
1735,2019-12-01,36,40
1736,2019-12-01,779,925
1737,2019-12-01,743,37
1738,2019-12-01,774,21
1739,2019-12-01,115,2028
1740,2019-12-01,727,6115
1741,2019-12-01,761,23
1742,2019-12-01,752,1344
1743,2019-12-01,653,196
1744,2019-12-01,728,1327
1745,2019-12-01,782,1337
1746,2019-12-01,677,117
1747,2019-12-01,746,868
1748,2019-12-01,48,383
1749,2019-12-01,777,243
1750,2019-12-01,797,251
1751,2019-12-01,1,269
1752,2019-12-01,541,4458
1753,2019-12-01,736,156
1754,2019-12-01,769,1525
1755,2019-12-01,75,506
1756,2019-12-01,717,335
1757,2019-12-01,757,477
1758,2019-12-02,748,15
1759,2019-12-02,792,10
1760,2019-12-02,760,7
1761,2019-12-02,793,10
1762,2019-12-02,788,20
1763,2019-12-02,794,11
1764,2019-12-02,776,2425
1765,2019-12-02,795,11
1766,2019-12-02,0,105
1767,2019-12-02,756,38
1768,2019-12-02,783,206
1769,2019-12-02,24,10
1770,2019-12-02,785,168
1771,2019-12-03,82,1
1772,2019-12-03,721,3
1773,2019-12-03,749,1
1774,2019-12-03,775,1
1775,2019-12-03,753,2
1776,2019-12-03,375,7
1777,2019-12-04,603,3
1778,2019-12-04,40,1
1779,2019-12-04,789,1044
1780,2019-12-04,44,12
1781,2019-12-04,791,31
1782,2019-12-05,14,14
1783,2019-12-05,745,3
1784,2019-12-06,709,1
1785,2019-12-06,715,2
1786,2019-12-09,773,3
1787,2019-12-09,158,1
1788,2019-12-10,798,28
1789,2019-12-10,762,38
1790,2019-12-10,730,1
1791,2019-12-12,790,260
1792,2019-12-12,747,7
1793,2019-12-13,13,1
1794,2019-12-13,713,3
1795,2019-12-16,716,7
1796,2019-12-19,781,2
1797,2019-12-23,768,10
1798,2019-12-23,687,2
1799,2019-12-26,23,1
1800,2020-01-01,12,149
1801,2020-01-01,653,101
1802,2020-01-01,743,35
1803,2020-01-01,541,2036
1804,2020-01-01,727,483
1805,2020-01-01,789,189
1806,2020-01-01,48,375
1807,2020-01-01,708,1289
1808,2020-01-01,782,893
1809,2020-01-01,746,860
1810,2020-01-01,776,1710
1811,2020-01-01,769,145
1812,2020-01-01,790,47
1813,2020-01-01,75,580
1814,2020-01-01,783,22
1815,2020-01-01,797,24
1816,2020-01-01,736,151
1817,2020-01-01,115,156
1818,2020-01-01,785,105
1819,2020-01-01,29,31
1820,2020-01-01,741,1302
1821,2020-01-01,786,26
1822,2020-01-01,779,30
1823,2020-01-01,1,376
1824,2020-01-01,752,102
1825,2020-01-01,781,122
1826,2020-01-02,768,56
1827,2020-01-02,756,4
1828,2020-01-02,728,17
1829,2020-01-02,757,8
1830,2020-01-02,677,174
1831,2020-01-02,747,10
1832,2020-01-02,777,325
1833,2020-01-02,761,7
1834,2020-01-02,778,56
1835,2020-01-02,798,67
1836,2020-01-02,0,14
1837,2020-01-02,586,1
1838,2020-01-02,717,250
1839,2020-01-02,762,7
1840,2020-01-02,36,117
1841,2020-01-02,788,34
1842,2020-01-03,716,8
1843,2020-01-03,721,45
1844,2020-01-04,14,2
1845,2020-01-06,774,10
1846,2020-01-06,687,9
1847,2020-01-06,749,6
1848,2020-01-07,554,10
1849,2020-01-07,375,1
1850,2020-01-09,24,11
1851,2020-01-13,603,1
1852,2020-01-14,748,4
1853,2020-01-17,794,3
1854,2020-01-17,795,3
1855,2020-01-17,792,3
1856,2020-01-17,793,3
1857,2020-01-20,157,1
1858,2020-01-22,773,7
1859,2020-01-22,694,1
1860,2020-01-28,572,1
1861,2020-01-29,675,1
1862,2020-01-29,709,4
1863,2020-01-29,770,2
1864,2020-01-29,772,1
1865,2020-01-29,689,1
1866,2020-01-29,742,1
1867,2020-01-29,766,1
1868,2020-01-30,791,2
1869,2020-01-31,44,3
1870,2020-02-01,708,2068
1871,2020-02-01,781,200
1872,2020-02-01,541,3548
1873,2020-02-01,75,636
1874,2020-02-01,782,2199
1875,2020-02-01,746,3578
1876,2020-02-01,776,285
1877,2020-02-01,790,173
1878,2020-02-01,717,197
1879,2020-02-01,777,97
1880,2020-02-01,736,96
1881,2020-02-01,48,403
1882,2020-02-01,727,1428
1883,2020-02-01,1,173
1884,2020-02-01,741,409
1885,2020-02-01,769,61
1886,2020-02-02,752,64
1887,2020-02-02,36,83
1888,2020-02-02,12,14
1889,2020-02-02,653,109
1890,2020-02-02,785,71
1891,2020-02-02,728,3
1892,2020-02-03,29,4
1893,2020-02-03,799,7
1894,2020-02-03,753,3
1895,2020-02-03,800,29
1896,2020-02-03,677,20
1897,2020-02-03,768,131
1898,2020-02-03,761,19
1899,2020-02-03,788,65
1900,2020-02-04,743,5
1901,2020-02-04,747,8
1902,2020-02-04,115,24
1903,2020-02-04,791,4
1904,2020-02-04,721,45
1905,2020-02-04,0,25
1906,2020-02-05,730,3
1907,2020-02-05,735,1
1908,2020-02-05,764,1
1909,2020-02-05,687,2
1910,2020-02-05,779,12
1911,2020-02-06,760,4
1912,2020-02-06,24,9
1913,2020-02-07,44,2
1914,2020-02-07,756,13
1915,2020-02-07,739,8
1916,2020-02-08,778,4
1917,2020-02-10,762,4
1918,2020-02-10,757,1
1919,2020-02-10,749,22
1920,2020-02-11,715,8
1921,2020-02-11,783,4
1922,2020-02-12,801,32
1923,2020-02-12,797,2
1924,2020-02-14,774,5
1925,2020-02-14,786,5
1926,2020-02-17,789,1
1927,2020-02-17,748,1
1928,2020-02-17,53,1
1929,2020-02-17,798,32
1930,2020-02-18,375,4
1931,2020-02-19,554,5
1932,2020-02-19,14,8
1933,2020-02-19,766,5
1934,2020-02-25,94,1
1935,2020-02-25,15,1
1936,2020-02-25,54,1
1937,2020-02-26,228,2
1938,2020-02-27,10,3
1939,2020-03-01,541,1619
1940,2020-03-01,75,734
1941,2020-03-01,727,5423
1942,2020-03-01,741,1186
1943,2020-03-01,115,20
1944,2020-03-01,708,3554
1945,2020-03-01,781,110
1946,2020-03-01,0,93
1947,2020-03-01,782,3400
1948,2020-03-01,1,91
1949,2020-03-01,746,29741
1950,2020-03-01,776,277
1951,2020-03-01,801,33
1952,2020-03-01,736,59
1953,2020-03-01,48,379
1954,2020-03-01,12,24
1955,2020-03-01,721,64
1956,2020-03-02,798,67
1957,2020-03-02,762,156
1958,2020-03-02,752,130
1959,2020-03-02,554,11
1960,2020-03-02,788,177
1961,2020-03-02,36,183
1962,2020-03-02,800,1
1963,2020-03-02,768,22
1964,2020-03-02,790,44
1965,2020-03-02,717,266
1966,2020-03-02,653,149
1967,2020-03-02,777,132
1968,2020-03-02,769,46
1969,2020-03-02,785,169
1970,2020-03-02,677,302
1971,2020-03-03,728,175
1972,2020-03-03,65,1
1973,2020-03-03,761,602
1974,2020-03-03,778,8
1975,2020-03-04,715,8
1976,2020-03-04,747,24
1977,2020-03-04,24,21
1978,2020-03-05,29,62
1979,2020-03-05,44,8
1980,2020-03-05,367,1
1981,2020-03-05,375,10
1982,2020-03-06,775,29
1983,2020-03-07,756,18
1984,2020-03-09,799,6
1985,2020-03-09,760,8
1986,2020-03-09,797,14
1987,2020-03-09,748,1
1988,2020-03-10,743,3
1989,2020-03-12,774,4
1990,2020-03-12,757,1
1991,2020-03-12,738,6
1992,2020-03-13,779,1
1993,2020-03-14,157,2
1994,2020-03-15,687,2
1995,2020-03-15,730,4
1996,2020-03-18,786,1
1997,2020-03-20,802,9
1998,2020-03-23,739,2
1999,2020-03-23,804,260
2000,2020-03-23,805,2
2001,2020-03-23,603,1
2002,2020-03-23,803,1
2003,2020-03-25,773,2
2004,2020-03-25,766,1
2005,2020-03-25,789,1
2006,2020-03-26,783,1
2007,2020-03-28,767,1
2008,2020-03-31,586,4
2009,2020-03-31,806,2
2010,2020-04-01,741,1816
2011,2020-04-01,48,219
2012,2020-04-01,717,137
2013,2020-04-01,24,8
2014,2020-04-01,761,276
2015,2020-04-01,788,2096
2016,2020-04-01,746,48632
2017,2020-04-01,75,1408
2018,2020-04-01,721,9
2019,2020-04-01,802,4
2020,2020-04-01,29,37
2021,2020-04-01,653,223
2022,2020-04-01,762,10
2023,2020-04-01,0,48
2024,2020-04-01,782,3644
2025,2020-04-01,727,2820
2026,2020-04-01,775,39
2027,2020-04-01,804,914
2028,2020-04-01,36,119
2029,2020-04-01,677,4975
2030,2020-04-01,797,9
2031,2020-04-01,541,65
2032,2020-04-01,752,110
2033,2020-04-01,728,97
2034,2020-04-01,776,1024
2035,2020-04-01,708,1157
2036,2020-04-01,798,19
2037,2020-04-01,554,23
2038,2020-04-01,785,2528
2039,2020-04-01,736,40
2040,2020-04-01,777,37
2041,2020-04-01,769,28
2042,2020-04-01,586,34
2043,2020-04-01,756,11
2044,2020-04-02,115,26
2045,2020-04-02,157,1
2046,2020-04-02,38,1
2047,2020-04-02,12,41
